r/sigma_0 g(r)

0.0499746859037562 0.0
0.1499240577112686 0.0
0.249873429518781 0.0
0.3498228013262934 0.0
0.4497721731338058 0.0
0.5497215449413182 0.0
0.6496709167488306 0.0
0.749620288556343 0.0
0.8495696603638554 0.0
0.9495190321713678 0.0
1.0494684039788802 1.780295538905241
1.1494177757863926 1.5603753846983326
1.249367147593905 1.3902995474138116
1.3493165194014174 1.2709894003604745
1.4492658912089298 1.1633746509206746
1.5492152630164422 1.0441208188332858
1.6491646348239546 0.9716680171406111
1.749114006631467 0.9202408332494563
1.8490633784389794 0.905088363924545
1.9490127502464918 0.9273021016129026
2.048962122054004 0.9552496936943916
2.1489114938615166 0.9809680126057442
2.248860865669029 1.0166735082734903
2.3488102374765414 1.0443686683635276
2.448759609284054 1.031653808939062
2.548708981091566 1.0249343493157588
2.6486583528990786 1.0156158534230648
2.748607724706591 1.0136373809813317
2.8485570965141034 1.0012698347510645
2.948506468321616 0.9971215176710263
3.048455840129128 0.9915911185514729
3.1484052119366406 0.9931553995919294
3.248354583744153 1.0007509641107
3.3483039555516654 1.0036921866356394
3.4482533273591778 0.9979198598203897
3.54820269916669 1.0152856204927467
3.6481520709742026 1.0159864520224209
3.748101442781715 0.9721829786601289
3.8480508145892274 0.9965884763887166
3.9480001863967398 1.0026838561286717
4.047949558204252 0.9958902812068303
4.147898930011765 1.0045239580658851
4.2478483018192765 0.9958200910541833
4.34779767362679 0.9966725064396231
4.447747045434301 1.0050645735503663
4.547696417241815 0.9972728517597791
4.647645789049326 1.0025501348786439
4.747595160856839 1.003077281926478
4.847544532664351 1.0061010916818385
4.947493904471864 1.00363854481069
5.047443276279376 0.9978032702490716
5.147392648086889 1.0026610136900025
5.2473420198944005 0.9970666549425548
5.347291391701914 1.0058263291478944
5.447240763509425 1.0054948472300533
5.547190135316939 0.9861339125284236
5.64713950712445 1.000872430527659
5.747088878931963 1.0049390092277333
5.847038250739475 1.0075048825013018
5.946987622546988 1.0041384505574908
6.0469369943545 1.0030338551476192
6.146886366162013 0.9953162119203077
6.2468357379695245 0.9892475160131583
6.346785109777038 1.0064938104536867
6.446734481584549 0.9970231355616482
6.546683853392063 1.0055164181635123
6.646633225199574 1.0042911197939135
6.746582597007087 0.9976735738762722
6.846531968814599 1.0084988073880752
6.946481340622112 1.0087352900057398
7.046430712429624 0.9981180021025584
7.146380084237137 0.9944451612731399
7.2463294560446485 0.9920456215799878
7.346278827852162 0.9960695738371613
7.446228199659673 1.0025160266214717
7.546177571467187 0.9981002928175287
7.646126943274698 1.0090374367218133
7.746076315082211 1.0043431561371268
7.846025686889723 1.0013920798486202
7.945975058697236 1.004226580665328
8.045924430504748 1.0081781091892048
8.145873802312261 0.9964920057271941
8.245823174119773 1.0011173790380492
8.345772545927286 1.0000034278468761
8.445721917734797 1.0001413517497617
8.54567128954231 0.9938785559237716
8.645620661349822 1.0066083794891239
8.745570033157335 0.9987154513791542
8.845519404964847 1.0007218842269787
8.94546877677236 0.999064005939971
9.045418148579872 0.9980882459285916
9.145367520387385 1.0107148688331653
9.245316892194896 1.0024865503754163
9.34526626400241 0.9992904015882884
9.445215635809921 1.0041417562161712
9.545165007617435 0.9998552514918483
9.645114379424946 1.0002252015349982
9.74506375123246 1.0051083308143143
9.845013123039971 1.0030991313323874
9.944962494847484 0.9916567401925065
10.044911866654996 0.9993063669778038
10.144861238462509 1.0052356442688009
10.24481061027002 1.000402241927865
10.344759982077534 1.0014345654812304
10.444709353885045 0.9978480509700562
10.544658725692559 1.0068382415349462
10.64460809750007 1.003168612203383
10.744557469307583 1.0039391885272686
10.844506841115095 1.0059926051747308
10.944456212922608 1.0016795159707423
11.04440558473012 0.9973964325381379
11.144354956537633 0.993333060216523
11.244304328345144 1.0004350550246879
11.344253700152658 1.0075990601682163
11.44420307196017 0.9932798165009521
11.544152443767683 1.0059911219906308
11.644101815575194 0.997173668903328
11.744051187382707 0.9990143912369321
11.844000559190219 1.0018771917230977
11.943949930997732 1.0038255056482759
12.043899302805244 1.0068212188976486
12.143848674612757 0.9944697662127894
12.243798046420268 1.0011344568435434
12.343747418227782 1.0103572376789967
12.443696790035293 0.9981257162947648
12.543646161842807 1.005596364565132
12.643595533650318 0.9990953154627678
12.743544905457831 1.003067417145048
12.843494277265343 0.9939183121728997
12.943443649072856 1.0054555321863057
13.043393020880368 0.9940681033524053
13.143342392687881 0.9962816603014153
