r/sigma_0 g(r)

0.0499746859037562 0.0
0.1499240577112686 0.0
0.249873429518781 0.0
0.3498228013262934 0.0
0.4497721731338058 0.0
0.5497215449413182 0.0
0.6496709167488306 0.0
0.749620288556343 0.0
0.8495696603638554 0.0
0.9495190321713678 0.0
1.0494684039788802 41.05199667666494
1.1494177757863926 37.37119826729041
1.249367147593905 34.04417686254688
1.3493165194014174 30.9610421663484
1.4492658912089298 28.495811869103907
1.5492152630164422 26.47818447300522
1.6491646348239546 24.625138012403216
1.749114006631467 23.438298841776835
1.8490633784389794 22.71849298638765
1.9490127502464918 22.615686365724248
2.048962122054004 23.37751813100013
2.1489114938615166 24.400081864599883
2.248860865669029 24.94998217593419
2.3488102374765414 25.373085380040436
2.448759609284054 25.367368996922327
2.548708981091566 25.42478616313423
2.6486583528990786 25.35272155648358
2.748607724706591 25.14975506041222
2.8485570965141034 24.947243054957017
2.948506468321616 24.832448209715118
3.048455840129128 24.812848345386133
3.1484052119366406 24.75032270560033
3.248354583744153 24.84393476378497
3.3483039555516654 24.853013288535465
3.4482533273591778 24.81430940646856
3.54820269916669 24.977118290794564
3.6481520709742026 25.011628095986012
3.748101442781715 25.029144635522098
3.8480508145892274 24.912435963716472
3.9480001863967398 24.960683923714807
4.047949558204252 24.992191139926362
4.147898930011765 24.985518010730992
4.2478483018192765 24.988093114860284
4.34779767362679 24.94898110849754
4.447747045434301 24.91114959314705
4.547696417241815 24.93981628379441
4.647645789049326 24.983181620510056
4.747595160856839 24.98273982680405
4.847544532664351 24.91065132627079
4.947493904471864 24.96892846850646
5.047443276279376 24.959067932644892
5.147392648086889 25.010945120480233
5.2473420198944005 24.925503112274242
5.347291391701914 24.99994096320944
5.447240763509425 25.04231737481346
5.547190135316939 24.986811493121476
5.64713950712445 24.947839161292123
5.747088878931963 24.98161452688175
5.847038250739475 24.952051925118408
5.946987622546988 25.003765903795706
6.0469369943545 24.93939620560682
6.146886366162013 24.990411365230255
6.2468357379695245 24.97360346083448
6.346785109777038 24.951888952741694
6.446734481584549 24.96942122480541
6.546683853392063 24.999025627099087
6.646633225199574 24.980783311820353
6.746582597007087 25.08290304203812
6.846531968814599 24.984504566596435
6.946481340622112 24.98750744964716
7.046430712429624 24.965529631172398
7.146380084237137 24.977366740200473
7.2463294560446485 24.956867566596017
7.346278827852162 25.005999348471256
7.446228199659673 24.947031083535002
7.546177571467187 24.996081889247268
7.646126943274698 25.039546353352126
7.746076315082211 24.979892511449897
7.846025686889723 25.03534319781245
7.945975058697236 24.981518103611183
8.045924430504748 24.958650561574455
8.145873802312261 24.962505929514307
8.245823174119773 24.98648007363003
8.345772545927286 24.97429618429529
8.445721917734797 24.987884981592124
8.54567128954231 25.032863877338727
8.645620661349822 24.990974638424117
8.745570033157335 24.988248414705083
8.845519404964847 25.028188138140404
8.94546877677236 24.982889727393385
9.045418148579872 24.991991193234462
9.145367520387385 24.96151446479905
9.245316892194896 24.98437151497578
9.34526626400241 24.98609385249038
9.445215635809921 24.99553481368155
9.545165007617435 24.988067927817998
9.645114379424946 24.997182701661487
9.74506375123246 25.012646555840536
9.845013123039971 24.98962522725066
9.944962494847484 25.014140979345672
10.044911866654996 24.97251366391131
10.144861238462509 24.98800355430769
10.24481061027002 24.980809216896805
10.344759982077534 24.99248189416593
10.444709353885045 24.983857835366162
10.544658725692559 25.017755748997008
10.64460809750007 25.00461841454593
10.744557469307583 24.983327431304136
10.844506841115095 25.013331786894742
10.944456212922608 24.98483290219431
11.04440558473012 25.025310152822914
11.144354956537633 24.9638038701265
11.244304328345144 24.968085219018246
11.344253700152658 25.042146960179334
11.44420307196017 25.01373649213527
11.544152443767683 24.952115587943617
11.644101815575194 24.9998146485563
11.744051187382707 24.975947330103825
11.844000559190219 24.988625882430114
11.943949930997732 24.985960533477744
12.043899302805244 25.002995033792935
12.143848674612757 25.010723397079378
12.243798046420268 25.003672825891996
12.343747418227782 25.000799965115082
12.443696790035293 24.982041632702014
12.543646161842807 25.032746211762955
12.643595533650318 24.9790201283568
12.743544905457831 25.0176030604659
12.843494277265343 25.001033622546547
12.943443649072856 24.989066935104884
13.043393020880368 25.017570505427308
13.143342392687881 24.971272799821936
13.243291764495392 24.965192366004192
13.343241136302906 25.022511829894228
13.443190508110417 25.00520390218775
13.54313987991793 24.99644058855598
13.643089251725442 25.007939043598245
13.743038623532955 24.976187280258657
13.842987995340467 24.987704269155675
