Eb/epsilon kBTk/epsilon

0.25 1.0734331931541903
0.28 1.0329423895815601
0.31 0.989347817976738
0.34 0.9399438397593743
0.37 0.8831881955167383
0.4 0.8110461525933127
0.41 0.7829773161998086
0.415 0.7674609344076003
0.42 0.7517484159745366
0.425 0.7298859492243019
0.43 0.7112666096037352
0.435 0.6822178459784103
0.44 0.6520923963689959
0.445 0.5865527185382469
0.45 0


