Eb/epsilon kBTk/epsilon

0.6 1.427778778077016
0.61 1.4103781189207587
0.62 1.3920035177416556
0.63 1.3715866214605852
0.64 1.3517757319879364
0.65 1.3313263798851973
0.66 1.3083805187724784
0.67 1.2862098208289927
0.68 1.2599120857776729
0.69 1.235307368796116
0.725 1.1244769287275664
0.73 1.1049643324002325
0.735 1.0830202256364967
0.74 1.0588233413074661
0.745 1.029719285583743
0.75 0.9992627414543224
0.755 0.9412269458952776
0.760 0
