k*sigma_0 S(k)

0.02146116349869 0.014210266827704814
0.04292232699738 0.03876604260124028
0.06438349049607 0.06511239930522351
0.0858446539947599 0.08602282719168035
0.1073058174934499 0.10804275033997345
0.1287669809921399 0.11179444520778338
0.1502281444908299 0.12214975194912413
0.1716893079895199 0.13555678636405982
0.1931504714882099 0.14522002549067184
0.2146116349868998 0.13695931557744134
0.2360727984855898 0.1642613134960485
0.2575339619842798 0.18342570405991473
0.2789951254829698 0.18700288481336733
0.3004562889816598 0.19608723465647257
0.3219174524803498 0.18368077795757323
0.3433786159790397 0.20602133793631483
0.3648397794777297 0.21803271874929087
0.3863009429764197 0.2188653532316476
0.4077621064751097 0.2168359586530195
0.4292232699737997 0.236617645362826
0.4506844334724897 0.2511617424817811
0.4721455969711796 0.24542184347168972
0.4936067604698696 0.24367670019814708
0.5150679239685596 0.24655310440140177
0.5365290874672496 0.2573687396906587
0.5579902509659396 0.26333733577820995
0.5794514144646296 0.2512634509211407
0.6009125779633195 0.2609269051014227
0.6223737414620095 0.2629802038403683
0.6438349049606995 0.2510254946952915
0.6652960684593895 0.26730021131352866
0.6867572319580795 0.2619223757080944
0.7082183954567695 0.26939574508671177
0.7296795589554594 0.2783262797086674
0.7511407224541494 0.26649709743182587
0.7726018859528394 0.2811721820438909
0.7940630494515294 0.26998688694174683
0.8155242129502194 0.28882210226751354
0.8369853764489094 0.2890551864519357
0.8584465399475993 0.2914340462796905
0.8799077034462893 0.29299115748366145
0.9013688669449793 0.2843028468703678
0.9228300304436693 0.29959274289463894
0.9442911939423593 0.30284924172830424
0.9657523574410493 0.2991330554549288
0.9872135209397392 0.2932512084082578
1.0086746844384291 0.28894564396874967
1.0301358479371192 0.3129208806063645
1.0515970114358093 0.29756866578027824
1.0730581749344992 0.3078411029148812
1.094519338433189 0.3133220412635541
1.1159805019318791 0.3144438045835587
1.1374416654305692 0.3075838624837009
1.158902828929259 0.3245473050606551
1.180363992427949 0.29653694495459165
1.201825155926639 0.30552041959396153
1.2232863194253292 0.31920394575203226
1.244747482924019 0.3231516086894055
1.266208646422709 0.32015474353216383
1.287669809921399 0.31733264771482156
1.309130973420089 0.32772552311356756
1.330592136918779 0.31864242344974447
1.3520533004174689 0.32822448248941266
1.373514463916159 0.33698106308962344
1.394975627414849 0.33562545964599
1.416436790913539 0.33725019657166394
1.4378979544122288 0.3431994611082797
1.4593591179109189 0.33669075488491446
1.480820281409609 0.33766440678265935
1.5022814449082988 0.34103285578654713
1.5237426084069887 0.36378722622876497
